SMILES,SMILES_state,NLL
CN(CCO)c1ccc(C=CC(=O)c2ccc(Nc3cccc4nonc34)cc2)cc1,1,27.71
COc1ccc(Nc2scnc2-c2ccc(Cl)cc2)cc1,1,25.5
COc1ccc(C=c2sc3n(c2=O)C(c2ccc(SC)cc2)C(C#N)=C(C)N=3)cc1,1,27.44
COc1ccc(N2c3ccccc3C=CC23c2ccccc2-c2ccccc23)cc1,1,26.14
CCN1c2ccccc2Oc2cc(N(c3ccccc3)c3ccccc3)ccc21,1,21.04
C[O+]=c1cc2oc3ccc(-c4ccccc4CN)cc3c(-c3ccc(N(C)C)cc3)c-2c(C)c1,1,44.77
CCOC(=O)c1c2c(nc3ccc(NC(=O)C(F)(F)F)cc13)CCCC2,1,30.31
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)N1,1,21.6
CC1CCN(c2oc3cc(=O)ccc-3c3ncc(-c4ccccc4)nc23)CC1,1,38.84
O=C(O)c1ccc(N2CCCCC2)cc1,1,15.33
CN(C)c1ccc(-c2ccc(-c3ccnn3C)s2)cc1,1,26.01
COc1ccc(N(c2ccc(C=Cc3ccc(N(C)C)cc3)cc2)c2ccc(OC)cc2)cc1,1,17.83
CC(C)C(NC(=O)c1ccc(Cl)cc1Br)C(=O)O,1,26.78
O=C(O)c1ccc(-c2ccc(C=NNC(=O)c3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)cc3)cc2)cc1,1,31.56
CCCCCc1cc2c(C)cc(=O)oc2cc1-c1cc(OC)c(-c2cn3nc(C)nc3nc2CCC)c(OCC)c1,1,61.84
COc1ccc(N(c2ccc(C=Cc3ccco3)cc2)c2ccc(OC)cc2)cc1,1,22.86
N#CC(=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccc(-c7ncccn7)cc6)cc5)s4)s3)cc2)cc1)C(=O)O,1,36.51
CCCCCCc1oc2cc3c(cc2c(=O)c1C=C1N(CCC(=O)O)CCC1(C)C)N(CCO)CCO3,1,48.44
COc1ccc(OC)c(C2(C)N=C(N)NC(c3cccc(-c4ccc(C#N)cc4)c3)=N2)c1OC,1,48.18
c1ccc(-c2cc(-c3cc(-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)c(-c4ccc5ccccc5n4)o3)nc(-c3ccccc3)n2)cc1,1,36.14
CCCCCCCCCCCCCCCC(=O)OC1=CC(=C(C#N)C2=C([O-])C(=CC3=C(C)C(=O)OC3(C)C)C2)N(CC(=O)O)c2ccccc21,1,65.89
COC(=O)c1ccc(-c2ccc(OCc3ccc([N+](=O)[O-])cc3)o2)cc1C=Cc1ccc(N(C)C)cc1,1,42.92
