SMILES,SMILES_state,NLL
CN(C)c1ccc(-c2ccc(C=Cc3nnn(Cc4ccccc4)n3)c(C#N)c2C#N)cc1,1,32.54
CCCCOc1ccc(C2=C3C(=O)N(c4ccc(C)cc4)C(=O)C3CC=C2c2ccccc2)cc1,1,28.51
CC(C(=O)O)=C(C#Cc1ccc(C#Cc2ccc(C(=O)O)cc2)c(-c2ccc(N(C)C)cc2)c1)C(=O)O,1,44.64
Cc1ccc(N2c3ccc(OCCCCCCCCn4cc(-c5cccc(-n6c7ccccc7c7ccccc76)c5)nn4)cc3C3CCCC32)cc1,1,42.36
COc1ccc(C(=O)Nc2ccc(C(C)=O)cc2)cc1OC,1,19.14
CCCCC(CC)COc1ccc2c(-c3ccc(C=C(C#N)C(=O)O)s3)c3ccc(N(CCCC)CCCC)cc3c(-c3ccc(C=O)s3)c2c1,1,39.25
CCCCCOc1ccc2c(c1)c1c3c(Br)ccc4ccc5cccc(c1c(=O)n2CCCC)c5c43,1,39.94
COC(=O)c1sc(NC(=O)c2cc(C)ccc2OC)nc1C,1,29.62
C#Cc1cc(-c2cnn(C)n2)cc(-c2c3c(c(-c4ccc(C=O)s4)c4ncccc24)NC(C)(C)N3)n1,1,53.11
CCCCCCCCCCCCOC(=O)C(=Cc1ccc(N(CCCCCC)c2ccc(-c3cc(C(=O)OCCCCCCCCCCCC)sc3C=C(C#N)C(=O)O)cc2)s1)C(=O)OC,1,44.34
Fc1cc(F)c2nc(-c3cnccn3)[nH]c2c1,1,24.06
CN(CCO)c1ccc(C=CC(=O)c2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)cc1,1,17.7
CCCCCCCCCOc1ccc(C=NN(c2ccccc2)c2ccccc2)cc1,1,21.75
CCC(=CC=C(C#N)C(=O)O)CN1C(=O)C(=Cc2ccc(NC3CC3)c([N+](=O)[O-])c2)c2ccccc21,1,44.64
CN(C)c1ccccc1-c1ccc(C=C2SC(=S)N(CC(=O)O)C2=O)o1,1,25.05
CCCCC(CC)Cn1c2ccccc2c2ccc(N(c3ccc(-c4sc(C=C(C#N)C(=O)O)c5c4C(=O)c4cc(-c6cccs6)ccc4-5)cc3)c3ccc4c(c3)oc3ccccc34)cc21,1,53.23
CN(CCO)c1ccc(C=Cc2ccc3nc(C=C(C#N)C(=O)O)sc3c2)cc1,1,18.11
c1ccc(-c2ccc(-c3c4ccccc4c(-c4ccccc4)c4cc5ccccc5cc34)cc2)cc1,1,21.75
c1ccc2c(c1)nc1n(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccccc3n21,1,24.24
CCCSC1=C(C#Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=C(C#N)C#N)C1=O,1,26.08
C=CCn1c(-c2ccc(OC)c(OC)c2)nc2sc(CCC)c(CCC)c2c1=O,1,31.1
CC(C=Cc1c(C#N)cc2c3c1CCCN3CCC2)=C1C(=O)c2cc(C(=O)O)c(C)cc2N1C,1,34.2
CCCCC1(CCCC)c2ccccc2-c2cc(C=C(C#N)C(=O)O)c(-c3ccc(-c4ccc5c(c4)S(=O)(=O)c4ccccc4-5)cc3)cc21,1,32.92
O=C(O)c1ccc2c(c1)c(=O)oc1cc(O)c(O)cc12,1,25.12
