SMILES,SMILES_state,NLL
CC(=O)OCC(O)(CO)c1ccccc1,1,24.61
CN(c1cncc(Cl)n1)C1CCCCC1CN,1,25.79
CC(=O)C(CCCNC(=O)OC(C)(C)C)NC(=O)c1ccc(C)c(Br)c1,1,37.52
O=C(OCCC1C2=C3CN4C(Cc5nn[nH]c52)CC14CNCCO3)c1ccccc1,1,71.68
C=CCn1c(-c2sc(C)nc2Cl)cc2c(=O)n(CCC(C)C)c(C)nc21,1,47.87
O=C(O)CCCCCCCC(=O)NC(CC(=O)O)C(=O)O,1,27.51
CC(=O)Nc1cccc(NC(=O)NC(=O)c2nn(C)cc2Br)c1,1,34.14
CC(=O)N1C=CC2C(Cl)C=CC=CN2S1(=O)=O,1,38.37
CC(=O)c1cccc(NC(=O)N(Cc2nc(C3CCCCC3)no2)C2CCNCC2)c1,1,39.57
Cc1cc(CC(Cl)C2CCC(C)CC2)n(C)n1,1,25.57
CCc1nc(SCC(N)C(C)(C)C)sc1C,1,28.06
CC(=O)NN=C(C)C(C#N)=Cc1cc(C(=O)Nc2ccccc2)c(C)[nH]1,1,44.57
CCC1CCc2c(sc3nc(C(C#N)=Cc4ccc(OC(F)(F)F)cc4)[nH]c(=O)c23)C1,1,38.04
Cc1cc(OCC2CN(C(=O)c3ccc(=O)[nH]n3)CCO2)n(CC(C)C)n1,1,41.55
OCC(CO)(CO)Nc1cc(C(F)(F)F)ccn1,1,25.63
CCCCCCCCCCCCCCCN(C(=O)S)S(=O)(=O)O,1,29.11
COc1ccc(S(=O)(=O)NC(CN)C2CCCCC2)cc1,1,25.53
Cc1nn(-c2ccccc2)c2sc(N3CCN(C)CC3C)cc(=O)c12,1,35.93
O=C(O)c1ccc(Cn2nc(I)cc2C(F)(F)F)o1,1,29.93
O=S(=O)(c1ccc(CCc2cnc3cnccc3c2)cc1)N1CCCC1,1,35.59
CSCCC(N)c1nc(Cc2ccoc2C)no1,1,28.93
Cc1ccccc1-n1cc(CCC(=O)N2CCCC(C(=O)O)C2)cn1,1,33.13
Cc1cccc(C(=O)NN=Cc2cc(Br)cc(C)c2OCC(=O)NNC(=O)c2ccccc2Cl)c1,1,42.02
Cc1cc(C(=O)OCC(=O)c2cccc(F)c2)[nH]c(=O)n1,1,32.76
CC(O)CN(C)C(=O)C1CSCN1,1,23.95
CC(=CC(=O)N1CCN(C(=O)c2ccco2)CC1)c1cccs1,1,27.32
NC(N)=NCCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1)C(=O)O,1,30.37
O=C(CN1CCc2ccccc2C1)OCc1ccccc1[N+](=O)[O-],1,28.61
CCOC(=O)C1=C(C)NC(SCC(=O)Nc2ccc(OCC)cc2)=C(C#N)C1c1ccccc1Cl,1,30.66
CC(C)(C)OC(=O)NC(CC1CC1)C(=O)N1CC(=O)C(O)C1N,1,42.43
CCCCN(Cc1cnc[nH]1)C1CCC1,1,26.31
CC1OC2(CCC(=O)C3CC(O)C4=CCC(CO)C(C)(C3)C2C4)C12CC2,1,63.22
Cc1cccc(-c2cccc3c2c2ccccc2n3-c2cccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)c2)c1,1,34.73
Cc1ccc(OCC(=O)NCCc2nc(C(=O)O)cs2)cc1,1,26.93
COC(=O)c1ccsc1NC(=O)Cn1cc([N+](=O)[O-])ccc1=O,1,28.58
Cn1ncc(NCCCC2CC2)c(Cl)c1=O,1,21.94
CCCCCn1cnc2sc(C(=O)OCc3cccc(OC)c3)c(C)c2c1=O,1,31.07
Cc1cc(C)c(C(C)(C)C)c(B(O)O)c1[N+](=O)[O-],1,34.39
CCCCCN1C(=O)C2CC=C3C(CCC4(C)C(C(=O)NCCCC)Oc5ccc(OC)cc5C34)C2C1=O,1,47.4
CC(O)CC1C(=O)N(Cc2cccc(C#N)c2)c2ncccc2N1C(=O)NCc1cccc(Oc2ccccc2)c1,1,54.86
O=C(NCCc1cn2ccsc2n1)c1ccccc1OCCC1CCCCC1,1,33.74
CCCC(CCO)C(C)CC,1,22.15
CSC(C)CNCc1ncc(C)c(C)c1Cl,1,28.49
COC(=O)CCCn1c(C)c(Br)c2c1C(=O)NCC2=O,1,42.83
CCN1C(=O)CC(C(=O)NCCCN2CCCCC2)SC1=NCc1ccco1,1,34.65
COc1ccc(C(C)NC(=O)c2ccoc2C)cc1,1,26.71
COc1ccc2c(c1)CCCC2NC(=O)Nc1ccc(C)c(C)c1C,1,34.78
O=C(O)CCNC(=O)C(CSCc1ccccc1)NCCc1ccccc1,1,33.96
CC(=O)c1cc(Br)ccc1NCc1cnc(C)s1,1,27.52
CC(C)c1cnc(Cl)n(-c2ccccc2I)c1=O,1,30.3
CNC(C)CSC1CCCCC1,1,20.97
CCN(C(=O)Cn1c(C(F)(F)F)nc2ccccc21)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,1,32.18
Cc1nc(-c2cccs2)sc1C(=O)OCC(=O)NNC(N)=O,1,30.39
CC1CC(OC(=O)OC(C)(C)C)OC(=O)O1,1,30.02
O=C(O)C=CC(=O)NCCC1=CCCCC1,1,22.65
COCCNc1cnc(N)c(Cl)n1,1,26.47
CC(C)Oc1ccc(Cc2nnc(SCC(=O)NCc3ccccc3)n2-c2ccc(Cl)cc2)cc1,1,32.82
N#Cc1cc(N)ccc1Oc1ccc(F)cc1F,1,24.58
COC(=O)c1cc(-c2[nH]ccc2Br)[nH]n1,1,30.41
COc1ccccc1NCCS(=O)(=O)c1cccc(N)c1,1,28.34
