SMILES,SMILES_state,NLL
CCOC(=O)Cn1c(=O)sc2c(c1=O)C(N)=NC(=O)C(=Cc1ccc(N(c3ccccc3)c3ccc(Oc4ccc(OC)cc4)cc3)cc1)S2,1,55.64
N#CC(=Cc1c(-c2ccccc2)[nH]c(-c2ccccc2)c1-c1ccccc1)C(=O)O,1,18.66
Nc1ccc2nc(-c3ccccc3)cn2c1,1,17.07
N#CC(=Cc1ccc(C=Cc2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,1,19.52
COc1ccccc1,1,11.79
CCCCCCOc1ccc(N(c2ccc(C#Cc3ccc(C(=O)O)cc3)cc2)c2ccc(OCCCCCC)cc2)cc1,1,20.72
Oc1ccc(Cl)cc1-n1nnc(-c2ccccc2)n1,1,23.38
COc1ccccc1-c1ccccn1,1,20.97
Cc1c2c(c(OC(=O)O)n1C)C(=O)c1cc(N(C)C)ccc1-2,1,38.7
COC(=O)c1nc2cc(NC3CCCCC3)c3c(n2n1)-c1ccc([N+](=O)[O-])cc1C(C)(C)C3,1,40.77
C(=Cc1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1,21.61
CC1(C)c2ccccc2-c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc21,1,22.84
CCN(CCCN(C)C)c1cccc2c(-c3ccc(OC)cc3)c3ccc(=[NH2+])cc-3oc12,1,27.74
N#CC(=Cc1ccc(-c2nc3ccccc3c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)sc23)cc1)C(=O)O,1,26.19
N#Cc1c(N)sc2c1CCC=CC2=O,1,25.42
CC(C)(C)c1ccc(-c2cc3cc4cc(C(C)(C)C)ccc4cc3c3cc(-c4ccccc4)cc(-c4ccccc4)c23)cc1,1,35.63
CCCCCCCCCCCCOC(=O)c1ccc2ccc3cccc4ccc1c2c34,1,20.11
CCC#Cc1ccc(N(c2ccc(C#N)cc2)c2ccc(OCCCCCC)cc2)cc1,1,26.05
N#Cc1ccc(NC(=O)c2cccc3ccccc23)cc1,1,23.75
CC1(C)c2ccccc2-c2ccc(N(c3ccc(COCc4ccccn4)cc3)c3cc(C4OCCO4)ccc3-c3ccc(-n4ccc5c6c(ccc54)C(C)(C)c4ccccc4C6(C)C)cc3)cc21,1,63.19
CCCCCCN1C(=O)c2cccc3ccc(-c4ccc(C(F)(F)F)cc4)c(c23)C1=O,1,24.81
CCOC(=O)c1nc(-c2ccc(OC)cc2)oc1-c1ccccc1O,1,24.35
CC1(C)CC(=CC=Cc2ncc(-c3ccc(C(O)=C(C#N)C#N)s3)s2)CC(C)(C)N1,1,40.69
CCCCCCCCCCCCCCn1c(=S)oc2ccccc21,1,19.54
COc1ccc(C=Cn2c(-c3cc(C)ccc3O)nc3ccccc32)cc1,1,28.79
CN1c2ccc(C=Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2Sc2ccc(C=C(C#N)C(=O)O)cc21,1,30.65
