SMILES,SMILES_state,NLL
CNC(=O)C(C#N)=Cc1ccc(-c2ccc(-c3cc(-c4ccccc4O)nc4ccc(N5c6ccccc6C6C7CCN(CC7)C65)cc34)s2)s1,1,57.26
C#CC1(O)OC(=C(C)C=CC2=Nc3ccc(N(CC)CC(=O)[O-])cc3C(C)(C)C2)C(C)=C1C,1,63.59
CN1C(=O)Cc2ccccc21,1,17.8
CCCCCCOc1cc(-c2sc(-c3ccc(-c4ccc5c(c4)Sc4ccccc4N5CCCCCC)s3)c3c2C(=C(C#N)C#N)CC3)sc1OCCCCCC,1,44.81
Cn1nnc2c3ccccc3c3ccccc3c21,1,19.87
O=C(O)c1ccc(O)cc1,1,16.72
COC1(c2ccc3c4c(cnc3c2)CCC4)C=CC(O)C=C1,1,46.74
CC(C)(C)c1ccccc1-n1c2ccccc2c2c3ccccc3c(-n3c4ccccc4c4cccc(C(C)(C)C)c43)cc21,1,37.05
Cn1c(C=C(C#N)C(=O)O)ccc1-c1ccc(C#N)cc1,1,22.41
CCCCCC1=CC(C(C)(C)CC)=C(NC(=O)OCC)CC1(C)O,1,50.33
O=C1CC(c2ccccc2)c2ccc(N=Cc3ccccn3)cc2N1,1,32.15
Cc1ccc(-c2ccc3c4cc(-n5c6ccccc6c6ccccc65)ccc4n(-c4ccc(C#N)cc4)c3c2)nc1,1,32.15
COc1ccccc1-c1[nH]c(-c2ccc(C)o2)c2ccccc12,1,29.05
CC=C1C=CC(CC)C2CCC3=C(C)C(=C1)C(O)C=CC1=C(C=C3CCN2)C(=O)OC1,1,72.31
CN(C)c1ccc2c(c1)CCCc1c-2n(C(=O)OC(C)(C)C)c2cc(OCCCN3CCCCC3)ccc12,1,39.82
CCCCCCCCn1c(=O)c2ccccc2c2cc(N=Cc3ccc(O)c4ccccc34)ccc21,1,37.79
C(#Cc1c(OCc2ccccc2)ccc2c3ccccc3c3ccccc3c12)c1cccs1,1,32.63
COc1ccc(NCCNC(=O)OC(C)(C)C)cc1OC,1,23.56
CCCCCCn1c2cc3sc4c(c3cc2n1-c1ccc2c(c1)Sc1cc(C=C(C#N)C(=O)O)ccc1N2CC)C=CC1=CC1=CC=C(C#N)S4,1,51.24
N#Cc1c(-c2c(C#N)n(Cc3ccccc3)c3ccccc23)oc2ccccc12,1,28.68
CCCCCCOc1ccc(N(c2ccc(C=CC(=O)c3ccc(NC(=O)c4cc5c(s4)C(c4cc(C)ccc4OC)=CCCCC5)cc3)cc2)c2ccc(OCCCCCC)cc2)cc1,1,50.1
CCSCCNC(=O)c1ccc2ncc3c(c2c1)C(C)(CCCC[N+](CC)(CC)CC)N(CCCCCC(=O)O)C3=O,1,60.24
C[n+]1ccc2ccc3c(-c4ccccc4)ccc4ccc1c2c43,1,23.15
CCCCn1c2cc(-c3cc(C)ccc3C)c(C)cc2c2ccc(C)c(C)c21,1,36.09
COc1ccc(-c2c3ccc4ccc5c6c(cc2c3c46)CC5)cc1OC,1,31.33
CC(C)(C)C[n+]1ccc(-c2ccc(-c3ccc(Cl)cc3)o2)cc1,1,32.04
CCOc1cc(C=Cc2ccc(-n3ccc4ccc5c(c6cc7c(cc6n5C)n(C)c(=O)c(=O)n7-c5ccccc5)c43)cc2)ccc1OC,1,63.5
CCCCCCC(C=c1ccc(=C(C#N)C#N)s1)=C(C#N)C#N,1,27.5
COc1ccc(-c2cc(C=C(C#N)C(=O)O)c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)cc1OC,1,30.68
CCC(N)(c1ccccc1)c1ccccc1,1,20.74
O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccc(N2CCCCC2)cc1,1,21.03
CCCCCCc1cc2c(c3c4ccccc4n(-c4ccccc4)c13)N(CCCCCC)c1ccc(-c3ccncc3)cc1S2,1,38.61
CN1C(=O)C(C)(C)Oc2cc(C=Cc3ccc(C=C(C#N)C(N)=O)s3)ccc21,1,36.58
c1ccc(-c2c3ccccc3nc3c2sc2ccccc23)cc1,1,18.53
Cc1sc2nc(-c3ccc(N(C)C)cc3)cn2c1-c1ccc(F)cc1,1,26.85
CCCCCCn1c2ccccc2c2ccc(-c3ccc(-c4cc5sc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5o4)s3)cc21,1,29.77
CCc1ccc(-n2c(=O)c(-c3ccc(-n4c5ccccc5c5cc(C(F)(C(F)(F)F)C(F)(F)F)ccc54)cc3)nc3cc(-c4ccc(C(C)=O)cc4)ccc32)cc1,1,54.02
CCCCCCCCCCCCN(CCCCCCCCCCCC)c1cc(N2CCCCC2)ncn1,1,28.06
N#Cc1ccc(-c2nc3nc(C=Cc4ccc(-c5cc6ccccc6n5CCCCC(=O)O)cc4)ccc3nc2-c2ccccc2)cc1,1,46.28
O=C(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,1,13.62
CCCCCCCCc1ccc2ccc3c4ccc5c(c(c(-c6cccc7c(CCCCCC)c(CCCCCC)ccc67)n5CCCCCCCC)C=3)c1c2=C4,1,53.66
COC(=O)c1ccc(OC)cc1,1,15.61
COC(=O)C1C=C(c2ccccc2)C=CC1C(=C([O-])CCCCl)c1cccc([N+](=O)[O-])c1C,1,58.68
C=C(C)C=Cc1c(F)cc(-c2ncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cn2)cc1-c1ccc(C)cc1,1,41.57
CN(C)c1ccc(C=C(C#N)C(=O)O)cc1,1,14.34
CCOC(=O)c1ccc(S(=O)(=O)NC(C)(C)C)c(N(CC)CC)c1,1,33.24
Cc1sc(NN=Cc2ccc(-c3ccc(C=O)s3)cc2)nc1-c1ccccc1,1,30.35
CCOc1cc(N(c2ccccc2)c2ccccc2)ccc1N(c1ccccc1)c1ccccc1,1,23.7
[C-]#[N+]C=C(CCCCC)c1cccc(C=Cc2ccncc2)c1,1,44.69
CCCCCCCCCCCCn1c2ccc(-c3cccc4cnccc34)cc2c2sc(C(F)(F)F)cc21,1,35.66
N#CC(=Cc1sc(C(=O)O)cc1-c1ccc(N(c2ccc(Oc3ccccc3)cc2)c2ccc(C3CCCCC3)cc2)cc1)C(=O)O,1,37.59
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,21.7
CC(=O)c1ccc(Nc2cccc3c2C(=O)N(c2c(C)cccc2C)C3=O)cc1,1,32.48
COC(=O)c1cc2[o+]c(-c3ccccc3)ccc2oc1=O,1,29.82
COc1ccc(C#Cc2ccc3c(c2)C(=Cc2ccc(OC)s2)c2ccccc2-3)cc1,1,33.08
